_c0,appId,developer,developerId,developerWebsite,free,genre,genreId,inAppProductPrice,minInstalls,offersIAP,originalPrice,price,ratings,len screenshots,adSupported,containsAds,reviews,releasedDayYear,sale,score,summary,title,updated,histogram1,histogram2,histogram3,histogram4,histogram5,releasedDay,releasedYear,releasedMonth,dateUpdated,minprice,maxprice,ParseReleasedDayYear
65,jp.toastkid.stickywidget,toastkidjp,6327630184664180575,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,3,0,0,0,"Oct 18, 2017",0,0.0,This app is simple photo frame widget.,Simple photo frame widget - Ni,1541428517.0,0,0,0,0,0,18,2017,Oct,2018-11-05 14:35:17,None,0.0,2017-10-18 00:00:00
66,app.com.telugintimuggulu,SKMK Media,SKMK+Media,None,1,Art & Design,ART_AND_DESIGN,None,50000,0,None,0.0,0,14,1,1,0,"Oct 29, 2017",0,0.0,You can find latest and best Rangoli Designs for all occasions and festivals,Teluginti Muggulu (Latest Rang,1618846682.0,0,0,0,0,0,29,2017,Oct,2021-04-19 15:38:02,None,0.0,2017-10-29 00:00:00
67,com.sfdevapps.ArtPics,S.F.Dev,S.F.Dev,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,4,1,1,0,"Nov 3, 2017",0,0.0,"pictures, pics, art, designs, beautiful pictues, creativity, paint, free images","Beautiful pics, creativity pic",1509756817.0,0,0,0,0,0,3,2017,Nov,2017-11-04 00:53:37,None,0.0,2017-11-03 00:00:00
68,com.portedesign.mbr,cmh1app,cmh1app,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,14,1,1,0,"Oct 28, 2017",0,0.0,Enhance the beauty of your house with a beautiful fence,belle porte de cloture exterie,1509196497.0,0,0,0,0,0,28,2017,Oct,2017-10-28 13:14:57,None,0.0,2017-10-28 00:00:00
69,it.jiki.musei.gfranchetti,Jiki,Jiki,http://www.jiki.si,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,6,0,0,0,"Nov 6, 2017",0,0.0,The Official App of the Museum,Galleria Giorgio Franchetti al,1542276380.0,0,0,0,0,0,6,2017,Nov,2018-11-15 10:06:20,None,0.0,2017-11-06 00:00:00
70,com.GateDesign.andidev,andidev,andidev,https://sukasemuago.blogspot.com/,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,9,1,1,0,"Nov 6, 2017",0,0.0,A collection of modern gate designs is here,Gate Design,1592484279.0,0,0,0,0,0,6,2017,Nov,2020-06-18 12:44:39,None,0.0,2017-11-06 00:00:00
71,appinventor.ai_andycherbert.camera_doodler,Quantonium,8348135796245627107,http://andyherbert.net,0,Art & Design,ART_AND_DESIGN,None,1,0,None,0.99,0,4,0,0,0,"Feb 25, 2017",0,0.0,A fun app that allows you to draw on images. Made with MIT App Inventor 2,Camera Doodler (full),1488258769.0,0,0,0,0,0,25,2017,Feb,2017-02-28 05:12:49,None,0.0,2017-02-25 00:00:00
72,cc.christmasphotostrips,Creative Curve,Creative+Curve,None,1,Art & Design,ART_AND_DESIGN,None,5000,0,None,0.0,0,7,1,1,0,"Dec 1, 2017",0,0.0,Are you like your pictures to be appearing in the beautiful Christmas Frames?,Christmas Photo Strips Telugu,1574423756.0,0,0,0,0,0,1,2017,Dec,2019-11-22 11:55:56,None,0.0,2017-12-01 00:00:00
73,com.ashai.latest_girlym_pictures,ASHAI,ASHAI,https://ndd9229dd.app-ads-txt.com,1,Art & Design,ART_AND_DESIGN,None,100000,0,None,0.0,573,5,1,1,7,"Dec 6, 2017",0,3.62,You will find the beautiful collection of girly sketch ideas here!,Girl sketch ideas,1662942227.0,143,0,71,71,286,6,2017,Dec,2022-09-12 00:23:47,None,0.0,2017-12-06 00:00:00
74,com.stykon.app.texty,Shivam's Art,6955523948704207485,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,8,1,1,0,"Dec 9, 2017",0,0.0,"Write Text On Any Photo Without Watermark, Create Memes, Quotes With 100+ Styles",Text Over Image Write Text On,1605551477.0,0,0,0,0,0,9,2017,Dec,2020-11-16 18:31:17,None,0.0,2017-12-09 00:00:00
75,com.SunglassesNew.andidev,andidev,andidev,https://sukasemuago.blogspot.com/,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,9,1,1,0,"Dec 4, 2017",0,0.0,The latest set of sunglasses is here,Sunglasses New,1592484924.0,0,0,0,0,0,4,2017,Dec,2020-06-18 12:55:24,None,0.0,2017-12-04 00:00:00
76,com.madhumadhiapps.blousedesignslatestmodelsimages,Thiru Apps,6416470982103820450,None,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,24,1,1,0,"Dec 12, 2017",0,0.0,5000+ Blouse Designs Latest Models Images in Offline Newest Collections Free App,Blouse Designs Latest Models I,1544294377.0,0,0,0,0,0,12,2017,Dec,2018-12-08 18:39:37,None,0.0,2017-12-12 00:00:00
77,com.madhumadhiapps.rangolidesignsofflinelatest,Thiru Apps,6416470982103820450,None,1,Art & Design,ART_AND_DESIGN,None,50000,0,None,0.0,0,21,1,1,0,"Dec 13, 2017",0,0.0,10000+ Latest Rangoli Designs (Offline) New Collections Fully Offline Rangoli,10000+ Latest Rangoli Designs,1544208566.0,0,0,0,0,0,13,2017,Dec,2018-12-07 18:49:26,None,0.0,2017-12-13 00:00:00
78,com.andromo.dev353832.app714076,Apps Studio Inc.,Apps+Studio+Inc.,None,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,3,1,1,0,"Dec 14, 2017",0,0.0,It's Christmas time! Enjoy these free Christmas wallpapers,Christmas Backgrounds,1577567098.0,0,0,0,0,0,14,2017,Dec,2019-12-28 21:04:58,None,0.0,2017-12-14 00:00:00
79,jp.co.a_tm.android.plus_xmas_ornament,+HOME by Ateam Entertainment,%2BHOME+by+Ateam+Entertainment,https://www.atm-plushome.com/,1,Art & Design,ART_AND_DESIGN,None,5000,0,None,0.0,61,5,1,1,0,"Dec 14, 2017",0,5.0,Theme filled with sparkling Christmas Ornaments.,Christmas OrnamentsTheme,1513241691.0,0,0,0,0,61,14,2017,Dec,2017-12-14 08:54:51,None,0.0,2017-12-14 00:00:00
80,com.GiftBox.andidev,andidev,andidev,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,9,1,1,0,"Dec 15, 2017",0,0.0,The best gift box is here,Gift Box,1580083244.0,0,0,0,0,0,15,2017,Dec,2020-01-27 00:00:44,None,0.0,2017-12-15 00:00:00
81,com.sat.balnhdhurr,Spinifex Valley,Spinifex+Valley,https://artbacknt.com.au/show/balnhdhurr-a-lasting-impression/,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,5,0,0,0,"Dec 21, 2017",0,0.0,"Learn more about Yirrkala Print Space's history, artists and artworks.",Balnhdhurr - A Lasting Impress,1513901239.0,0,0,0,0,0,21,2017,Dec,2017-12-22 00:07:19,None,0.0,2017-12-21 00:00:00
82,com.ababar.ababar,Ababar Robotics Inc.,Ababar+Robotics+Inc.,http://ababar.com,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,6,1,1,0,"Dec 24, 2017",0,0.0,Ababar Stylistic Sketchy Painter - drawing application on image or photo,Ababar Stylistic Sketchy Paint,1514220064.0,0,0,0,0,0,24,2017,Dec,2017-12-25 16:41:04,None,0.0,2017-12-24 00:00:00
83,smartgr.crochet.blanket.patterns,Smartongroup,Smartongroup,https://bestdiylists.com/,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,35,8,1,1,5,"Dec 26, 2017",0,2.89,We have listed fantastic crochet blanket patterns for you.,Crochet Blanket Patterns,1661721710.0,11,3,7,0,11,26,2017,Dec,2022-08-28 21:21:50,None,0.0,2017-12-26 00:00:00
84,com.beautiful.hdwallpaper,UniqueApps Developers,UniqueApps+Developers,https://bce1d3da0.app-ads-txt.com,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,7,1,1,0,"Dec 19, 2017",0,0.0,wallpapers and backgrounds- full hd wallpaper is hd backgrounds app for free,Wallpapers and Backgrounds- fu,1513688995.0,0,0,0,0,0,19,2017,Dec,2017-12-19 13:09:55,None,0.0,2017-12-19 00:00:00
85,com.mobiappsFun.writingtext.photoeditor.udruenglishpoetry,MobiappsFun,MobiappsFun,https://mobiappsfun.blogspot.com/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,3,1,1,0,"Dec 22, 2017",0,0.0,اپنی تصاویر پر اردوشعروشاعری لکھیں اور دوستوں کے ساتھ شئیر کریںWriting on images,Writing text on photo_Urdu Eng,1541183699.0,0,0,0,0,0,22,2017,Dec,2018-11-02 18:34:59,None,0.0,2017-12-22 00:00:00
86,com.ModelTrellis.andidev,andidev,andidev,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,9,1,1,0,"Dec 19, 2017",0,0.0,A picture collection of trellis models for your home is here,Model Trellis,1578362494.0,0,0,0,0,0,19,2017,Dec,2020-01-07 02:01:34,None,0.0,2017-12-19 00:00:00
87,smartgr.prom.dresses,Smartongroup,Smartongroup,https://bestdiylists.com/,1,Art & Design,ART_AND_DESIGN,None,5000,0,None,0.0,0,8,1,1,0,"Jan 2, 2018",0,0.0,Prom dresses of the world's designers from the latest collections 2017-2018,Prom Dresses,1661783288.0,0,0,0,0,0,2,2018,Jan,2022-08-29 14:28:08,None,0.0,2018-01-02 00:00:00
88,com.ionicbucket.accordionmenu,Afroza Yasmin,Afroza+Yasmin,http://ionicbucket.com/,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,8,0,0,0,"Jan 14, 2018",0,0.0,A simple clean beautiful Ionic 3 accordion menu with support multi level menu.,Ionic 3 Accordion Menu Support,1515957142.0,0,0,0,0,0,14,2018,Jan,2018-01-14 19:12:22,None,0.0,2018-01-14 00:00:00
89,com.photos.bedroom.design,photoeditor.developer,photoeditor.developer,https://lc2a2e6fa.app-ads-txt.com,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,35,2,1,1,3,"Jan 30, 2018",0,3.4,Looking for Home Decorating Ideas? Use an App to Help You Out!,Home Decorating Ideas & Interi,1567151888.0,14,0,0,0,21,30,2018,Jan,2019-08-30 07:58:08,None,0.0,2018-01-30 00:00:00
90,com.bitmap.stylishfont,Nexus Apps Zone,7878510153039723529,https://stylishcooltext009.blogspot.com/,1,Art & Design,ART_AND_DESIGN,None,5000,0,None,0.0,0,8,1,1,0,"Jan 31, 2018",0,0.0,Express your feelings by editing your messages to use emojis and reverse text!,"StylishText : NameArt, TextArt",1663002349.0,0,0,0,0,0,31,2018,Jan,2022-09-12 17:05:49,None,0.0,2018-01-31 00:00:00
91,com.YG.Gyroshere,Yannick Gueguen,Yannick+Gueguen,http://www.yannickgueguen.com,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,13,0,0,0,"Feb 4, 2018",0,0.0,Audio interface for listening to sound compositions using the phone's gyroscope.,Gyrosphere,1517945017.0,0,0,0,0,0,4,2018,Feb,2018-02-06 19:23:37,None,0.0,2018-02-04 00:00:00
92,com.websky.valentinedayshayari2018status,WebSky Apps,WebSky+Apps,http://webskysolutions.com/contact-us/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,6,1,1,0,"Feb 6, 2018",0,0.0,Valentine Day Wishes and Greetings for your WhatsApp status and messages.,Valentine Day Shayari 2020 Mem,1518087693.0,0,0,0,0,0,6,2018,Feb,2018-02-08 11:01:33,None,0.0,2018-02-06 00:00:00
93,com.accurasoftech.menphotoeditor,Accura TechSoft,Accura+TechSoft,None,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,8,1,1,0,"Feb 6, 2018",0,0.0,one change his pic from here,Men photo editor- Hair styles,1631869894.0,0,0,0,0,0,6,2018,Feb,2021-09-17 09:11:34,None,0.0,2018-02-06 00:00:00
94,com.DIYCraftsForKids.andidev,andidev,andidev,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,15,1,1,0,"Feb 26, 2018",0,0.0,Picture of DIY Craft Ideas for children.,"","",0,0,0,0,0,26,2018,Feb,"",None,0.0,2018-02-26 00:00:00
95,com.arvindkat.RoseCards,Arvind Chand Katoch,Arvind+Chand+Katoch,http://birthday.arvindkatoch.com/,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,15,1,1,0,"Feb 27, 2018",0,0.0,Best of Rose Birthday Cards collection to wish someone special Happy Birthday.,Rose Birthday Cards (Real Rose,1619575929.0,0,0,0,0,0,27,2018,Feb,2021-04-28 02:12:09,None,0.0,2018-02-27 00:00:00
96,com.DiyShoeStorageIdeasForSmallSpaces.andidev,andidev,andidev,https://sukasemuago.blogspot.com/,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,12,1,1,0,"Feb 21, 2018",0,0.0,Please download the application for free,Diy Shoe Storage Ideas For Sma,1593177897.0,0,0,0,0,0,21,2018,Feb,2020-06-26 13:24:57,None,0.0,2018-02-21 00:00:00
97,com.DesignABirthdayInvitation.andidev,andidev,andidev,https://sukasemuago.blogspot.com/,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,12,1,1,0,"Feb 24, 2018",0,0.0,"The best inspiration for you, free download",Design A Birthday Invitation,1646581312.0,0,0,0,0,0,24,2018,Feb,2022-03-06 15:41:52,None,0.0,2018-02-24 00:00:00
98,com.creatorscorp.rawhdwallpapersdownload,Creators Corporation,8271445002732597000,https://www.creatorscorp.in,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,8,1,1,0,"Mar 21, 2018",0,0.0,Download HD Wallpapers or Raw Wallpapers easily.,Download HD Wallpaper - Daily,1521632023.0,0,0,0,0,0,21,2018,Mar,2018-03-21 11:33:43,None,0.0,2018-03-21 00:00:00
99,com.bb8qq.pixel.pixelartfootballlogo,IDC Games,7755379730625062881,https://www.idcgames.com,1,Art & Design,ART_AND_DESIGN,$11.99 per item,100000,1,None,0.0,690,4,1,1,5,"Apr 2, 2018",0,3.43,Color by Number pixel art football shields,Pixel art football coloring,1530537155.0,197,98,0,0,394,2,2018,Apr,2018-07-02 13:12:35,$11.99 per item,11.99,2018-04-02 00:00:00
100,com.ApartementSketch.paodroid,paodroid,paodroid,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,7,1,1,0,"Mar 26, 2018",0,0.0,Small Apartment Design with 2 or 3 Bedroom,Apartment Sketch,1575011532.0,0,0,0,0,0,26,2018,Mar,2019-11-29 07:12:12,None,0.0,2018-03-26 00:00:00
101,com.pumpun.getinvisualtalent,Pumpún Dixital,Pump%C3%BAn+Dixital,https://getinitx.com/en/,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,4,0,0,0,"Apr 6, 2018",0,0.0,Get in is the application for people who are looking for challenges.,Get In: Visual talent,1666959137.0,0,0,0,0,0,6,2018,Apr,2022-10-28 12:12:17,None,0.0,2018-04-06 00:00:00
102,com.cutedogswallpaper.cutepuppywallpaper,SandStorm Studios,SandStorm+Studios,https://sandstorm.appdom.club,1,Art & Design,ART_AND_DESIGN,None,5000,0,None,0.0,0,8,1,1,0,"Apr 8, 2018",0,0.0,All the cute dogs and cute puppies in the world | A pet smart humane thing 🔥🔥,🔥 Cute Dogs Wallpaper | Cute,1532444988.0,0,0,0,0,0,8,2018,Apr,2018-07-24 15:09:48,None,0.0,2018-04-08 00:00:00
103,org.marshallfredericks.mfsm,MFSM,MFSM,http://marshallfredericks.org,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,6,0,0,0,"Apr 10, 2018",0,0.0,Sculpture by Marshall M Fredericks at Saginaw Valley State University,Marshall M Fredericks Sculptur,1523372952.0,0,0,0,0,0,10,2018,Apr,2018-04-10 15:09:12,None,0.0,2018-04-10 00:00:00
104,com.prabudroid.phototextanimation,prabudroid,prabudroid,http://www.prabudroid.com/,1,Art & Design,ART_AND_DESIGN,None,5000,0,None,0.0,0,7,1,1,0,"Apr 10, 2018",0,0.0,Create easy looping photo text animation. Share it to your favorite social media,WA Photo Text Animation Gif an,1548332671.0,0,0,0,0,0,10,2018,Apr,2019-01-24 12:24:31,None,0.0,2018-04-10 00:00:00
105,com.VideoVibe.UltimateArtFilters,VideoVibe,5592628091795672680,https://videovibeapps.web.app/,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,24,1,1,0,"Apr 12, 2018",0,0.0,Ultimate Art Filters will convert your images into a painting masterpiece!,Ultimate Art Filters - Cartoon,1523539597.0,0,0,0,0,0,12,2018,Apr,2018-04-12 13:26:37,None,0.0,2018-04-12 00:00:00
106,com.Aquascape.paodroid,paodroid,paodroid,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,6,1,1,0,"May 3, 2018",0,0.0,Tips on making Aquascape,Aquascape,1575011772.0,0,0,0,0,0,3,2018,May,2019-11-29 07:16:12,None,0.0,2018-05-03 00:00:00
107,jp.caaedev.android.genp,code at an exhibition,code+at+an+exhibition,https://vastactive.github.io/caae/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,26,6,1,1,10,"May 3, 2018",0,1.3,Create your own texture patterns!,Pattern Painter : infinite tex,1609850377.0,20,2,2,0,0,3,2018,May,2021-01-05 12:39:37,None,0.0,2018-05-03 00:00:00
108,jjrobots.cameraslider,JJrobots APPs,8605817525090511331,http://www.jjrobots.com,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,3,0,0,0,"May 8, 2018",0,0.0,Use this App to remotely control your Arduino Motorized Camera Slider,Motorized Camera SLIDER Contro,1580158071.0,0,0,0,0,0,8,2018,May,2020-01-27 20:47:51,None,0.0,2018-05-08 00:00:00
109,com.pixelart.coloringbook.colorbynumber,August Martin,August+Martin,http://tuhocandroid.com/,1,Art & Design,ART_AND_DESIGN,$2.99 - $20.99 per item,500000,1,None,0.0,13555,7,1,1,2519,"Apr 28, 2018",0,4.52,Sandbox Pixel Coloring Book & Color By Number,UNICORN - Color By Number & Pi,1571220037.0,586,242,856,1666,10195,28,2018,Apr,2019-10-16 10:00:37,$2.99,20.99,2018-04-28 00:00:00
110,com.milktea.garakuta.photoeffect,garakutatoys,5490116357439235185,None,1,Art & Design,ART_AND_DESIGN,None,5000,0,None,0.0,0,4,1,1,0,"May 10, 2018",0,0.0,"This app makes photos a miniature,  illustrations and sketches like pictures.",Miniature Photo effect,1665297305.0,0,0,0,0,0,10,2018,May,2022-10-09 06:35:05,None,0.0,2018-05-10 00:00:00
111,com.TableLamp.Paodroid,paodroid,paodroid,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,10,1,1,0,"May 17, 2018",0,0.0,100 Uniquely Beautiful Designer Table Lamps,Table Lamp,1575020724.0,0,0,0,0,0,17,2018,May,2019-11-29 09:45:24,None,0.0,2018-05-17 00:00:00
112,com.davardeepak.Best_Handwriting_practice_with_demo_1,deep dawar diksha mitra,deep+dawar+diksha+mitra,None,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,84,8,1,1,2,"Jun 13, 2018",0,2.38,This App useful for improving handwriting,BEST HANDWRITING PRACTICE WITH,1593168994.0,52,0,0,10,21,13,2018,Jun,2020-06-26 10:56:34,None,0.0,2018-06-13 00:00:00
113,sitinoldae.sitinoldae,Sitinoldae,Sitinoldae,http://www.sitinoldae.com,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,3,0,0,0,"Jun 11, 2018",0,0.0,A simple color generator for android,Random Color Generator - Arbit,1528770961.0,0,0,0,0,0,11,2018,Jun,2018-06-12 02:36:01,None,0.0,2018-06-11 00:00:00
114,com.inappstudio.gujaratitextonphoto.writegujarationphoto.photoparanamalakho,InApp Studio,InApp+Studio,None,1,Art & Design,ART_AND_DESIGN,None,5000,0,None,0.0,0,3,1,1,0,"Jun 20, 2018",0,0.0,"Photo para nama lakho - Write Gujarati Letters, Poems on Photo.",ફોટો પર નામ લખો - Photo para n,1530411980.0,0,0,0,0,0,20,2018,Jun,2018-07-01 02:26:20,None,0.0,2018-06-20 00:00:00
115,com.migurumifreepatternideas.rasidinnapistudio,Rasidin Napi Studio,Rasidin+Napi+Studio,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,12,1,1,0,"Jul 12, 2018",0,0.0,Check our amigurumi patterns.,Amigurumi Today Free Pattern I,1558907015.0,0,0,0,0,0,12,2018,Jul,2019-05-26 21:43:35,None,0.0,2018-07-12 00:00:00
116,amigurumistepbystep.aprenderamigurumi.amigurumipaso,Vero Santos,Vero+Santos,None,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,8,1,1,0,"Jul 6, 2018",0,0.0,Course with free lessons to learn easy amigurumi step by step,Amigurumi course. Learn croche,1585724226.0,0,0,0,0,0,6,2018,Jul,2020-04-01 06:57:06,None,0.0,2018-07-06 00:00:00
117,com.malinadeniela.writepunjabitextonphoto,MelinaDaniela Tech,MelinaDaniela+Tech,None,1,Art & Design,ART_AND_DESIGN,None,5000,0,None,0.0,0,4,0,0,0,"Jun 30, 2018",0,0.0,"write punjabi shayri, status, Love, Friendship msg with an amazing app.",Write Punjabi Text on photo,1530349242.0,0,0,0,0,0,30,2018,Jun,2018-06-30 09:00:42,None,0.0,2018-06-30 00:00:00
118,com.interior_home_designer.home_decorating_stickers,SevenDroidApps,SevenDroidApps,None,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,64,12,1,1,7,"Jul 19, 2018",0,1.56,Design your home and living room with ultimate collection of home stickers,Interior Home Designer- Home D,1536326934.0,35,21,7,0,0,19,2018,Jul,2018-09-07 13:28:54,None,0.0,2018-07-19 00:00:00
119,tejidosacrochet.amigurumi.macramefree,Vero Santos,Vero+Santos,None,1,Art & Design,ART_AND_DESIGN,None,5000,0,None,0.0,0,8,1,1,0,"Jul 19, 2018",0,0.0,Learn how to knit crochet stitches with these easy crochet videos,Easy crochet. Step by step cro,1583938176.0,0,0,0,0,0,19,2018,Jul,2020-03-11 14:49:36,None,0.0,2018-07-19 00:00:00
120,cortesdepelo.aprenderpeluqueria.cursopeluqueria,Vero Santos,Vero+Santos,None,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,8,1,1,0,"Aug 8, 2018",0,0.0,Application to learn haircuts for men and women,Learn easy haircuts,1607363188.0,0,0,0,0,0,8,2018,Aug,2020-12-07 17:46:28,None,0.0,2018-08-08 00:00:00
121,com.sevendroidapps.paperorgiami,SevenDroidApps,SevenDroidApps,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,13,1,1,0,"Aug 10, 2018",0,0.0,Design your paper origami by following easy paper origami step by step tutorials,2019 Paper Origami Step by Ste,1557318110.0,0,0,0,0,0,10,2018,Aug,2019-05-08 12:21:50,None,0.0,2018-08-10 00:00:00
122,jams.themesmorsan.desingofcolors,Themes MorSán,6069221541377551049,None,0,Art & Design,ART_AND_DESIGN,None,100,0,None,1.49,0,5,0,0,0,"Jul 23, 2018",0,0.0,"An Excellent Theme, With A Design Of Pleasant Colors.","","",0,0,0,0,0,23,2018,Jul,"",None,0.0,2018-07-23 00:00:00
123,com.DragonTatto.bajawidia,bajawidia,bajawidia,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,24,1,1,0,"Sep 6, 2018",0,0.0,All Dragon Tattoos Are In This Application,Dragon Tatto,1536224463.0,0,0,0,0,0,6,2018,Sep,2018-09-06 09:01:03,None,0.0,2018-09-06 00:00:00
124,com.bonsaidesigninspiration.bujangga,Nawasanga,5379650403169417845,https://docs.google.com/document/d/10yC4H-_lixgnwk6KKMsdBd3zat3sbmrqyZIqy4ZMJuA/edit?usp=sharing,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,24,1,1,0,"Sep 6, 2018",0,0.0,Bonsai Design Inspiration Collection,Bonsai Design Inspiration,1581419164.0,0,0,0,0,0,6,2018,Sep,2020-02-11 11:06:04,None,0.0,2018-09-06 00:00:00
125,com.stylish.apps.weddingcardmaker,Vpn Master Inc.,Vpn+Master+Inc.,https://z33f953a5.app-ads-txt.com,1,Art & Design,ART_AND_DESIGN,None,100000,0,None,0.0,0,4,1,1,0,"Sep 9, 2018",0,0.0,Wedding invite card maker 2019 is a free wedding card designing app.,Wedding invite card maker,1553187549.0,0,0,0,0,0,9,2018,Sep,2019-03-21 16:59:09,None,0.0,2018-09-09 00:00:00
126,com.LatestHomeCeiling.DCCDEVE,DCCDEVE,DCCDEVE,None,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,11,1,1,0,"Sep 7, 2018",0,0.0,Make the ceiling of your house the destination of all eyes,Latest Home Ceiling,1650771509.0,0,0,0,0,0,7,2018,Sep,2022-04-24 03:38:29,None,0.0,2018-09-07 00:00:00
127,com.namediwalicards.diwaligreetings,coolandrodev,coolandrodev,None,1,Art & Design,ART_AND_DESIGN,None,50000,0,None,0.0,0,11,1,1,0,"Sep 11, 2018",0,0.0,Make Some Noise this Diwali with unique Happy Diwali & Dhanteras Greeting Cards.,Name On Diwali Greeting Cards,1552108697.0,0,0,0,0,0,11,2018,Sep,2019-03-09 05:18:17,None,0.0,2018-09-11 00:00:00
128,com.minimalistfencedesign.DCCDEVE,DCCDEVE,DCCDEVE,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,6,1,1,0,"Sep 5, 2018",0,0.0,"many choices for fence models, it should be adjusted to the home model.",minimalist fence design,1539244505.0,0,0,0,0,0,5,2018,Sep,2018-10-11 07:55:05,None,0.0,2018-09-05 00:00:00
129,com.rudra.background.changer.eraser.autobackground,Rudra Best Apps,Rudra+Best+Apps,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,6,1,1,0,"Sep 13, 2018",0,0.0,Do you want to change your photo backgound easily ? Try Photo Background Esaser,Photo Background Changer - Wit,1537414565.0,0,0,0,0,0,13,2018,Sep,2018-09-20 03:36:05,None,0.0,2018-09-13 00:00:00
